	auc	binaryaccuracy	precision	recall	seed
0	0.4772726893424988	0.4615384638309479	0.1428571492433548	0.5	42
1	0.75	0.6153846383094788	0.375	1.0	42
2	0.6190475821495056	0.6153846383094788	0.6666666865348816	0.5714285969734192	42
3	0.4166666865348816	0.4615384638309479	0.1666666716337204	0.3333333432674408	42
4	0.5972222089767456	0.5384615659713745	0.375	0.75	42
5	0.4571428894996643	0.5	0.3333333432674408	0.20000000298023224	42
6	0.6857142448425293	0.6666666865348816	0.5714285969734192	0.800000011920929	42
7	0.5571428537368774	0.5833333134651184	0.625	0.7142857313156128	42
8	0.625	0.5833333134651184	0.4285714328289032	0.75	42
9	0.3125	0.25	0.2222222238779068	0.5	42
10	0.7777777910232544	0.692307710647583	0.5	1.0	135
11	0.5416666269302368	0.4615384638309479	0.3333333432674408	0.75	135
12	0.2976190149784088	0.3076923191547394	0.20000000298023224	0.1666666716337204	135
13	0.7333333492279053	0.7692307829856873	0.5	0.6666666865348816	135
14	0.6499999761581421	0.6153846383094788	0.5	0.800000011920929	135
15	0.7499999403953552	0.75	0.7142857313156128	0.8333333134651184	135
16	0.5	0.5	0.3333333432674408	0.5	135
17	0.5428571701049805	0.5	0.4444444477558136	0.800000011920929	135
18	0.22727271914482117	0.4166666567325592	0.0	0.0	135
19	0.4166666865348816	0.4166666567325592	0.4444444477558136	0.6666666865348816	135
20	0.6071428656578064	0.6153846383094788	0.6000000238418579	0.5	23
21	0.48750001192092896	0.4615384638309479	0.375	0.6000000238418579	23
22	0.5416666269302368	0.4615384638309479	0.3333333432674408	0.75	23
23	0.4027777910232544	0.4615384638309479	0.20000000298023224	0.25	23
24	0.8181818127632141	0.692307710647583	0.3333333432674408	1.0	23
25	0.5625	0.5833333134651184	0.4000000059604645	0.5	23
26	0.8125	0.75	0.5714285969734192	1.0	23
27	0.5	0.4166666567325592	0.25	0.6666666865348816	23
28	0.44285714626312256	0.4166666567325592	0.5	0.2857142984867096	23
29	0.5857142806053162	0.5833333134651184	0.5	0.6000000238418579	23
30	0.6190475821495056	0.6153846383094788	0.6666666865348816	0.5714285969734192	7
31	0.3611111044883728	0.3076923191547394	0.2222222238779068	0.5	7
32	0.7749999761581421	0.7692307829856873	0.8571428656578064	0.75	7
33	0.5333333611488342	0.4615384638309479	0.25	0.6666666865348816	7
34	0.6833333969116211	0.692307710647583	0.4000000059604645	0.6666666865348816	7
